Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PasTotCmp,PasTotAtt,PasTotCmp%,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,TB,Sw,PasCrs,CK,PasCmp,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,Tkl,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToTkl,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Crs,Recov,AerWon,AerLost
1735,Mert Müldür,TUR,DF,Sassuolo,Serie A,23,1999,1,1,6,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,100.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736,Florian Müller,GER,GK,Stuttgart,Bundesliga,25,1997,19,19,1710,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4,38.6,81.4,6.84,6.89,99.2,15.7,16.0,98.4,8.63,15.4,56.2,0.0,0.11,0.37,0.05,0.0,0.11,38.6,0.0,0.05,0.0,0.0,31.4,0.05,0.21,0.16,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,40.8,33.1,40.1,0.84,0.0,0.0,40.8,0.0,0.0,0.0,23.5,117.7,67.3,0.0,0.0,0.0,22.1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,2.05,0.16,0.0
1737,Thomas Müller,GER,FWMF,Bayern Munich,Bundesliga,33,1989,13,10,812,9.0,4,2.44,1.44,0.18,0.31,13.5,0.0,0.0,35.6,45.9,77.5,18.8,21.6,87.1,13.2,16.8,78.8,1.22,2.78,44.0,0.44,2.11,1.67,2.11,0.11,5.44,45.9,0.33,0.22,1.44,0.0,35.6,1.11,5.0,4.44,0.0,0.11,0.33,0.0,0.11,0.78,0.56,0.0,0.0,0.22,0.78,0.33,0.33,0.11,0.44,57.1,0.33,0.89,0.22,0.67,0.33,1.11,0.0,55.2,1.0,5.56,19.9,29.8,6.89,55.2,0.78,0.33,0.44,30.7,99.1,50.8,2.11,1.0,0.89,43.6,10.3,0.0,0.0,0.0,0.22,0.44,1.44,3.89,2.67,0.89
1738,Abdul Mumin,GHA,DF,Rayo Vallecano,La Liga,24,1998,4,2,193,2.1,0,0.48,0.48,0.0,0.0,17.2,0.0,0.0,42.9,52.9,81.1,11.9,14.3,83.3,25.7,27.6,93.1,5.24,11.0,47.8,0.0,0.48,2.38,0.0,0.0,1.9,52.9,0.0,0.0,0.0,0.0,42.9,0.0,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.0,0.48,0.48,0.0,60.0,4.76,26.2,33.3,0.95,0.48,60.0,0.48,0.0,0.48,47.6,185.7,64.3,0.48,0.0,0.0,43.8,0.48,0.0,0.0,0.0,0.48,1.43,0.0,5.24,0.48,1.43
1739,Marshall Munetsi,ZIM,MF,Reims,Ligue 1,26,1996,19,16,1437,16.0,3,2.0,0.63,0.09,0.3,17.8,0.0,0.0,22.2,30.1,73.8,10.9,13.7,79.5,7.88,9.88,79.7,2.19,4.13,53.0,0.06,0.94,2.63,0.31,0.06,3.0,30.1,0.19,0.19,0.69,0.0,22.2,1.0,2.44,1.75,0.0,0.13,0.19,0.31,0.06,0.0,0.0,0.0,0.0,0.0,2.13,0.56,1.31,0.25,0.88,48.3,0.94,1.19,0.31,0.88,1.06,3.19,0.0,42.3,2.38,9.56,23.0,10.6,2.44,42.3,1.63,0.75,0.63,28.4,144.6,64.5,1.13,0.63,0.13,25.3,2.06,0.25,0.0,0.0,1.88,1.5,0.69,5.75,1.75,1.31
1740,Iker Muniain,ESP,MF,Athletic Club,La Liga,30,1992,18,13,1107,12.3,0,1.63,0.33,0.0,0.0,19.1,0.08,0.0,48.3,59.0,81.8,26.3,29.2,90.0,16.5,19.6,84.2,3.98,7.15,55.7,0.16,2.52,5.12,1.38,0.24,8.05,59.0,0.33,0.16,5.28,3.41,48.3,0.41,5.61,3.09,1.71,0.08,0.08,0.65,0.0,0.81,0.49,0.16,0.0,0.0,0.89,0.33,0.49,0.08,0.33,66.7,0.16,0.33,0.0,0.33,0.24,1.14,0.0,67.2,0.41,5.04,32.4,30.6,2.03,67.2,2.76,1.79,0.57,44.2,220.9,106.0,2.85,2.93,0.57,52.7,5.93,0.08,0.0,0.0,0.65,3.74,5.28,3.66,0.16,0.98
1741,Aihen Muñoz,ESP,DF,Real Sociedad,La Liga,25,1997,11,9,756,8.4,0,0.36,0.12,0.0,0.0,25.1,0.0,0.0,41.1,50.5,81.4,18.9,21.1,89.8,19.5,22.9,85.4,2.5,5.0,50.0,0.0,0.71,1.31,1.07,0.71,1.67,50.5,0.0,0.0,2.62,0.0,41.1,0.83,1.9,1.55,0.0,0.24,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,2.26,1.31,0.71,0.24,1.31,47.8,1.43,1.55,0.36,1.19,0.36,2.62,0.0,60.8,2.02,19.2,25.5,16.8,0.24,60.8,1.67,0.36,1.31,31.4,140.4,62.6,1.79,1.31,0.0,38.1,4.76,0.0,0.0,0.0,1.67,0.48,2.62,3.57,1.43,1.07
1742,Pablo Muñoz,ESP,MF,Rayo Vallecano,La Liga,19,2003,2,0,12,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,100.0,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,10.0,20.0,30.0,0.0,60.0,10.0,0.0,10.0,60.0,170.0,0.0,0.0,0.0,0.0,60.0,10.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0
1743,Luis Muriel,COL,FW,Atalanta,Serie A,31,1991,13,6,579,6.4,1,1.72,0.47,0.0,0.0,20.8,0.31,0.16,23.9,37.5,63.8,12.3,16.6,74.5,7.66,10.9,70.0,2.66,6.56,40.5,0.31,2.34,1.88,2.81,0.31,5.78,37.5,0.47,1.25,4.38,1.56,23.9,0.78,4.53,3.75,0.31,0.31,0.0,0.16,0.0,0.63,0.47,0.0,0.0,0.0,0.78,0.16,0.31,0.31,0.31,28.6,0.78,0.78,0.0,0.78,0.0,0.78,0.0,51.3,0.47,2.5,20.2,28.9,6.09,51.1,4.69,1.41,3.13,30.0,223.1,116.6,4.84,2.97,2.81,40.3,10.5,0.31,0.31,0.16,1.41,1.09,4.38,3.28,0.94,2.19
1744,Jeison Murillo,COL,DF,Sampdoria,Serie A,30,1992,11,8,685,7.6,0,0.13,0.0,0.0,0.0,26.4,0.0,0.0,39.3,48.3,81.5,11.8,13.0,90.9,21.7,24.5,88.7,5.66,9.61,58.9,0.0,0.13,3.42,0.13,0.0,3.95,48.3,0.13,0.66,0.13,0.0,39.3,0.53,0.66,0.53,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,2.11,1.45,0.66,0.0,1.71,76.5,0.53,1.71,1.05,0.66,0.66,2.76,0.0,57.9,6.97,27.5,28.2,2.89,0.26,57.9,0.39,0.13,0.13,27.5,140.1,86.3,1.05,0.53,0.0,32.6,0.39,0.39,0.0,0.0,1.18,1.71,0.13,5.79,3.29,2.11
1745,Vedat Muriqi,KVX,FW,Mallorca,La Liga,28,1994,19,19,1654,18.4,8,2.34,0.82,0.14,0.4,16.3,0.0,0.11,14.8,25.8,57.4,9.29,13.2,70.4,4.08,8.1,50.3,0.65,1.68,38.7,0.05,0.76,1.2,0.11,0.0,1.79,25.8,0.11,0.11,0.43,0.0,14.8,0.82,1.63,1.2,0.0,0.11,0.16,0.16,0.0,0.05,0.05,0.0,0.0,0.0,0.38,0.16,0.22,0.0,0.11,33.3,0.22,0.49,0.16,0.33,0.27,0.65,0.0,37.0,2.55,4.78,18.6,14.0,3.53,36.8,0.98,0.38,0.43,19.2,86.3,32.0,1.03,1.03,0.38,27.7,4.84,0.22,0.05,0.0,1.9,1.2,0.43,3.1,5.65,4.67
1746,Jacob Murphy,ENG,FW,Newcastle Utd,Premier League,27,1995,22,5,557,6.2,1,1.94,0.81,0.08,0.2,17.5,0.0,0.0,18.9,30.3,62.2,11.1,14.0,79.3,6.45,9.19,70.2,0.48,2.26,21.4,0.16,1.13,0.48,2.26,0.32,3.71,30.3,0.65,0.0,3.39,0.48,18.9,2.42,2.9,2.58,0.0,0.16,0.0,0.16,0.0,0.32,0.32,0.0,0.0,0.0,1.45,0.48,0.81,0.16,0.81,50.0,0.81,1.29,0.0,1.29,0.32,1.77,0.0,41.1,0.97,4.68,14.0,23.2,5.32,41.1,2.74,0.65,1.45,26.1,191.1,123.7,5.48,3.06,2.1,28.7,8.87,0.0,0.0,0.0,1.13,0.65,3.39,4.03,0.32,0.81
1747,Nicola Murru,ITA,DF,Sampdoria,Serie A,28,1994,9,3,381,4.2,0,0.48,0.0,0.0,0.0,26.0,0.0,0.0,26.4,36.0,73.5,10.7,11.9,90.0,11.9,15.2,78.1,2.86,6.67,42.9,0.0,0.48,2.86,0.71,0.48,3.57,36.0,0.0,0.0,1.43,0.0,26.4,0.24,0.71,0.48,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,2.38,1.43,0.24,0.95,66.7,0.48,2.38,0.71,1.67,0.48,4.52,0.0,47.4,4.76,20.5,20.0,7.14,0.24,47.4,0.24,0.0,0.24,20.7,74.3,33.1,0.48,0.24,0.0,24.5,1.67,0.48,0.0,0.0,1.19,0.48,1.43,3.81,1.19,0.95
1748,Yunus Musah,USA,MF,Valencia,La Liga,20,2002,18,17,1391,15.5,0,0.97,0.13,0.0,0.0,20.3,0.0,0.0,29.7,36.6,81.1,13.9,16.3,85.7,12.3,14.2,86.4,2.52,3.35,75.0,0.13,0.77,3.03,0.39,0.13,4.32,36.6,0.19,0.65,1.29,0.0,29.7,1.1,2.39,1.42,0.13,0.32,0.13,0.32,0.06,0.13,0.13,0.0,0.0,0.0,2.13,0.65,1.23,0.26,0.65,58.8,0.45,0.84,0.06,0.77,0.65,2.77,0.13,47.4,1.29,7.29,24.1,16.8,2.06,47.4,2.39,0.84,1.16,30.5,223.9,113.0,3.1,2.9,0.39,34.0,4.19,0.45,0.0,0.0,1.68,1.61,1.29,4.26,0.84,1.29
1749,Jamal Musiala,GER,MFFW,Bayern Munich,Bundesliga,19,2003,19,17,1360,15.1,10,2.65,1.19,0.25,0.56,14.7,0.0,0.0,33.6,40.7,82.4,20.3,23.3,87.2,10.7,12.1,88.0,1.06,1.85,57.1,0.46,2.12,2.38,1.26,0.0,4.37,40.7,0.07,0.13,0.33,0.0,33.6,0.93,4.7,3.71,0.0,0.6,0.33,0.07,0.0,0.99,0.73,0.0,0.2,0.07,1.52,0.46,0.73,0.33,0.46,50.0,0.46,1.06,0.07,0.99,0.79,2.32,0.0,55.0,0.79,5.89,26.4,23.6,6.16,55.0,4.7,2.25,2.12,40.3,218.1,98.5,2.85,2.25,1.32,43.0,8.48,0.07,0.0,0.0,0.73,1.52,0.33,5.56,0.6,0.53
1750,Juan Musso,ARG,GK,Atalanta,Serie A,28,1994,16,16,1357,15.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,33.0,73.9,4.24,4.24,100.0,10.9,11.1,98.8,9.14,17.5,52.3,0.0,0.07,0.0,0.0,0.0,0.0,33.0,0.0,0.13,0.0,0.0,24.4,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,34.6,30.3,34.4,0.2,0.0,0.0,34.6,0.0,0.0,0.0,21.2,145.3,78.3,0.0,0.07,0.07,15.0,0.0,0.07,0.0,0.0,0.0,0.26,0.0,0.73,0.0,0.0
1751,Suliman Mustapha,AUT,FWMF,Mainz 05,Bundesliga,21,2001,5,0,68,0.8,0,2.5,0.0,0.0,0.0,17.0,0.0,0.0,12.5,23.8,52.6,7.5,12.5,60.0,3.75,8.75,42.9,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,2.5,23.8,0.0,0.0,0.0,0.0,12.5,1.25,2.5,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,2.5,0.0,45.0,0.0,1.25,22.5,22.5,5.0,45.0,3.75,2.5,1.25,20.0,225.0,165.0,6.25,3.75,2.5,28.8,8.75,1.25,0.0,0.0,3.75,0.0,0.0,3.75,1.25,2.5
1752,Yvon Mvogo,SUI,GK,Lorient,Ligue 1,28,1994,14,14,1182,13.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,32.7,72.9,6.11,6.11,100.0,9.85,9.85,100.0,7.63,16.3,46.9,0.0,0.0,0.31,0.0,0.0,0.0,32.7,0.0,0.08,0.0,0.0,23.8,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.15,34.7,30.6,34.5,0.15,0.0,0.0,34.7,0.08,0.08,0.0,22.4,129.0,88.9,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.84,0.23,0.0
1753,Enock Mwepu,ZAM,FWMF,Brighton,Premier League,25,1998,6,2,213,2.4,0,0.83,0.42,0.0,0.0,16.7,0.0,0.0,25.4,32.5,78.2,17.5,20.8,84.0,6.25,7.08,88.2,1.25,2.08,60.0,0.42,1.25,2.08,0.83,0.0,2.5,32.5,0.0,0.42,1.25,0.0,25.4,1.25,2.92,2.5,0.0,0.42,0.0,0.0,0.0,0.83,0.42,0.0,0.42,0.0,4.17,0.42,2.5,1.25,1.25,75.0,0.42,1.25,0.42,0.83,0.42,4.58,0.0,48.3,0.42,5.0,22.5,22.1,2.92,48.3,2.08,0.42,1.67,24.2,132.5,58.8,2.08,0.83,0.42,33.3,7.08,0.0,0.0,0.0,0.83,0.42,1.25,3.75,0.0,2.92
1754,Vitaliy Mykolenko,UKR,DFMF,Everton,Premier League,23,1999,21,21,1778,19.8,0,0.35,0.1,0.0,0.0,22.6,0.0,0.0,34.8,45.7,76.1,18.7,20.9,89.6,13.2,17.3,76.1,2.27,5.1,44.6,0.0,0.66,3.18,0.86,0.4,3.54,45.7,0.05,0.05,1.77,0.1,34.8,0.96,1.57,1.36,0.05,0.0,0.1,0.05,0.0,0.1,0.05,0.0,0.0,0.05,1.72,1.26,0.45,0.0,0.76,55.6,0.61,1.67,0.66,1.01,1.31,3.03,0.0,56.2,3.99,19.5,24.7,12.4,0.81,56.2,0.86,0.35,0.51,24.1,105.4,54.9,1.26,1.26,0.15,29.2,2.37,0.15,0.0,0.0,0.96,0.66,1.77,4.9,0.71,1.26
1755,Joakim Mæhle,DEN,DFMF,Atalanta,Serie A,25,1997,19,12,1050,11.7,2,1.11,0.34,0.15,0.5,15.8,0.0,0.0,49.4,61.2,80.7,31.4,35.0,89.7,14.5,17.9,81.3,1.97,3.76,52.3,0.09,1.71,3.25,2.05,0.43,6.15,61.2,0.09,0.17,1.71,0.0,49.4,1.88,3.85,3.25,0.26,0.0,0.09,0.09,0.17,0.26,0.17,0.09,0.0,0.0,1.62,0.51,0.34,0.77,1.11,59.1,0.77,1.03,0.17,0.85,0.85,2.48,0.0,72.5,1.45,15.0,28.2,30.3,2.91,72.5,1.79,0.43,1.11,41.2,215.5,128.5,3.59,2.65,0.51,47.3,8.8,0.17,0.09,0.0,1.03,0.68,1.71,6.07,0.26,0.51
1756,Obite N'Dicka,FRA,DF,Eint Frankfurt,Bundesliga,23,1999,19,19,1702,18.9,0,0.37,0.05,0.0,0.0,10.5,0.0,0.0,47.7,55.8,85.4,20.7,22.4,92.4,23.2,25.9,89.4,3.17,5.93,53.6,0.0,0.05,1.27,0.16,0.0,2.33,55.8,0.0,0.21,0.05,0.0,47.7,0.63,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.37,0.32,0.11,0.58,52.4,0.53,1.69,0.74,0.95,1.16,1.96,0.0,68.1,8.25,36.8,29.6,2.12,0.63,68.1,0.21,0.11,0.11,39.3,179.5,97.8,0.48,0.21,0.0,41.5,0.16,0.16,0.0,0.0,1.32,0.37,0.05,6.56,2.54,1.53
1757,Nathan N'Goumou,FRA,FW,Toulouse,Ligue 1,22,2000,1,1,90,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,83.3,18.0,22.0,81.8,5.0,6.0,83.3,1.0,1.0,100.0,0.0,1.0,2.0,4.0,1.0,5.0,30.0,0.0,0.0,1.0,0.0,25.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,100.0,0.0,2.0,0.0,2.0,2.0,5.0,0.0,40.0,0.0,6.0,14.0,20.0,0.0,40.0,3.0,1.0,2.0,27.0,167.0,27.0,1.0,2.0,0.0,25.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0
1758,Nathan N'Goumou,FRA,FW,M'Gladbach,Bundesliga,22,2000,10,3,304,3.4,0,0.59,0.29,0.0,0.0,16.2,0.0,0.0,22.1,29.7,74.3,14.7,17.6,83.3,4.12,5.88,70.0,1.18,2.06,57.1,0.0,0.29,0.0,0.88,0.59,1.18,29.7,0.0,0.0,2.65,0.0,22.1,1.47,0.59,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,1.18,0.59,0.29,1.18,50.0,1.18,1.18,0.0,1.18,0.0,2.06,0.0,38.8,1.76,6.47,11.5,21.2,3.24,38.8,2.94,0.59,1.76,17.9,108.2,47.1,2.65,0.59,1.47,24.7,7.06,0.0,0.0,0.0,1.18,0.29,2.65,2.06,1.47,0.59
1759,Stanley N'Soki,FRA,DF,Hoffenheim,Bundesliga,23,1999,14,12,1092,12.1,1,0.5,0.17,0.17,0.5,17.2,0.0,0.0,46.2,56.4,82.0,18.7,21.1,88.6,21.5,24.7,87.0,5.04,8.84,57.0,0.0,0.25,4.55,0.25,0.0,4.79,56.4,0.08,0.66,0.0,0.0,46.2,0.5,1.16,0.83,0.17,0.0,0.08,0.08,0.0,0.08,0.0,0.08,0.0,0.0,1.65,1.07,0.5,0.08,0.83,55.6,0.66,1.4,0.33,1.07,1.65,3.31,0.0,65.6,4.05,28.4,35.5,2.15,0.58,65.6,1.16,0.66,0.33,42.6,196.1,105.3,1.07,0.33,0.0,43.0,0.91,0.08,0.0,0.0,0.91,0.58,0.0,7.85,1.49,0.99
1760,Nacho,ESP,DF,Real Madrid,La Liga,33,1990,11,5,507,5.6,0,0.54,0.18,0.0,0.0,9.0,0.0,0.0,60.9,65.4,93.2,33.6,35.5,94.5,23.2,24.5,94.9,2.86,3.75,76.2,0.0,0.54,4.11,0.36,0.0,4.11,65.4,0.0,0.18,0.71,0.0,60.9,0.0,1.79,1.07,0.0,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.71,0.36,0.0,0.54,42.9,0.71,0.54,0.54,0.0,1.07,2.14,0.0,75.0,5.89,24.6,38.0,12.7,1.43,75.0,0.54,0.54,0.0,43.6,190.5,111.6,1.07,0.54,0.0,52.9,2.14,0.36,0.0,0.0,1.25,0.71,0.71,5.36,2.14,1.79
1761,Nikolas Nartey,DEN,DFMF,Stuttgart,Bundesliga,22,2000,6,4,370,4.1,0,0.98,0.0,0.0,0.0,23.9,0.0,0.0,40.2,50.0,80.5,21.0,23.7,88.7,15.9,19.0,83.3,2.68,5.61,47.8,0.0,0.73,3.66,0.98,0.24,3.9,50.0,0.0,0.24,1.46,0.0,40.2,1.22,1.71,1.46,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,1.46,0.24,0.24,0.98,50.0,0.98,1.95,0.0,1.95,0.49,2.44,0.0,62.2,2.2,20.2,29.0,13.9,0.73,62.2,1.22,0.73,0.49,30.7,138.5,68.8,1.46,1.22,0.24,35.6,4.15,0.24,0.0,0.0,0.98,1.22,1.46,6.83,1.46,0.98
1762,Juanjo Narváez,COL,MFFW,Valladolid,La Liga,28,1995,5,1,148,1.6,0,1.88,0.0,0.0,0.0,10.6,0.0,0.0,15.6,22.5,69.4,11.3,13.8,81.8,3.13,4.38,71.4,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.63,0.0,15.6,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.63,0.0,0.0,0.63,100.0,0.0,1.25,0.0,1.25,0.0,0.63,0.0,31.9,0.63,5.63,10.6,15.6,3.75,31.9,1.88,0.63,0.63,18.1,68.8,16.9,0.0,1.25,0.0,23.8,5.63,0.0,0.0,0.0,0.63,5.63,0.63,3.13,1.88,3.75
1763,Matija Nastasi?,SRB,DF,Mallorca,La Liga,29,1993,8,6,563,6.3,0,0.32,0.16,0.0,0.0,14.8,0.0,0.0,22.1,27.5,80.3,7.3,8.73,83.6,11.0,11.4,95.8,3.81,6.98,54.5,0.0,0.0,1.9,0.32,0.0,2.7,27.5,0.0,0.32,0.0,0.0,22.1,0.32,0.48,0.32,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.95,0.63,0.16,0.16,0.0,0.0,0.32,1.11,0.32,0.79,2.22,3.17,0.16,37.0,6.51,21.1,14.6,1.27,0.63,37.0,0.0,0.0,0.0,18.7,83.0,41.6,0.48,0.32,0.0,21.1,0.16,0.16,0.0,0.0,1.11,0.0,0.0,2.06,0.79,0.63
1764,Roberto Navarro,ESP,MFFW,Real Sociedad,La Liga,20,2002,14,1,314,3.5,0,3.43,1.43,0.0,0.0,17.0,0.0,0.0,24.9,34.6,71.9,15.7,19.4,80.9,5.43,8.57,63.3,1.71,2.86,60.0,0.0,2.86,2.29,0.86,0.0,3.71,34.6,0.0,0.29,3.71,2.57,24.9,1.43,4.86,2.57,0.86,0.57,0.57,0.29,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.86,0.0,0.29,0.29,50.0,0.29,1.71,0.0,1.71,0.57,1.71,0.0,53.4,0.57,6.29,19.7,29.4,5.43,53.4,4.86,2.0,2.29,33.1,228.6,99.4,4.57,4.0,2.57,33.7,7.71,0.57,0.0,0.0,2.0,1.71,3.71,6.0,1.43,1.14
1765,Jesús Navas,ESP,DFFW,Sevilla,La Liga,37,1985,17,12,1071,11.9,0,0.42,0.17,0.0,0.0,25.1,0.0,0.0,53.2,68.7,77.4,25.0,27.6,90.9,21.6,27.2,79.3,5.46,9.33,58.6,0.0,1.34,3.11,2.35,0.84,5.21,68.7,0.0,1.01,7.06,0.0,53.2,2.18,3.11,2.86,0.08,0.0,0.0,0.17,0.0,0.42,0.25,0.08,0.0,0.0,1.01,0.25,0.17,0.59,0.67,53.3,0.59,0.67,0.34,0.34,0.42,1.43,0.08,76.1,2.1,15.5,25.6,35.4,1.26,76.1,0.92,0.42,0.42,45.9,237.1,99.4,1.93,1.76,0.34,52.2,11.8,0.25,0.0,0.0,0.34,1.68,7.06,5.71,0.42,0.84
1766,Keylor Navas,CRC,GK,Nott'ham Forest,Premier League,36,1986,2,2,180,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,40.0,57.5,3.0,3.0,100.0,10.5,10.5,100.0,9.5,26.0,36.5,0.0,0.0,0.5,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,37.5,42.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,19.5,116.5,59.5,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
1767,Michel Ndary Adopo,FRA,MFDF,Torino,Serie A,22,2000,7,3,245,2.7,0,0.74,0.0,0.0,0.0,14.1,0.0,0.0,41.5,48.1,86.2,22.6,25.6,88.4,16.3,18.5,88.0,1.85,2.22,83.3,0.0,0.37,2.22,0.0,0.0,2.96,48.1,0.0,0.37,0.0,0.0,41.5,0.37,1.11,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,1.11,0.74,0.37,0.37,33.3,0.74,0.74,0.74,0.0,0.37,2.59,0.0,58.5,2.59,12.2,38.9,7.78,0.74,58.5,1.48,0.74,0.74,29.3,137.4,70.4,0.74,0.37,0.0,35.6,1.11,0.37,0.0,0.0,2.22,0.37,0.0,6.67,2.96,1.85
1768,Youssouf Ndayishimiye,BDI,MFDF,Nice,Ligue 1,24,1998,4,2,200,2.2,0,0.45,0.0,0.0,0.0,27.3,0.0,0.0,35.9,41.8,85.9,11.4,12.7,89.3,20.9,23.2,90.2,3.18,5.0,63.6,0.0,0.0,1.82,0.0,0.0,1.36,41.8,0.0,0.0,0.0,0.0,35.9,0.45,0.45,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,1.36,0.91,0.0,0.45,100.0,0.0,1.36,1.36,0.0,1.82,4.09,0.0,52.7,5.91,25.9,26.4,1.36,0.0,52.7,0.45,0.0,0.0,35.9,193.6,89.1,0.45,0.0,0.0,32.3,0.45,0.45,0.0,0.0,0.91,1.36,0.0,5.45,1.36,0.91
